"id,5-6位编码表示建筑，前1-2为表示建筑类型，后两位表示建筑等级"	名字	类型    GUAN_FU = 2; // 官府    CANG_KU = 3; // 仓库    JIU_GUAN = 4; // 酒馆    JUN_YING = 5; // 军营    CHENG_QIANG = 6; // 城墙    SHU_YUAN = 7; // 书院    WAI_SHI_YUAN = 8; // 外使院    TIE_JIANG_PU = 9; // 铁匠铺    XIU_LIAN_GUAN = 10; // 修炼馆    SHI_CHANG = 11; // 市场    XING_YING = 12; // 行营    GOLD_PRODUCER = 21; // 金币产出    FOOD_PRODUCER = 22; // 食物产出    WOOD_PRODUCER = 23; // 木头产出    STONE_PRODUCER = 24; // 石头产出    SI_TU_FU = 30; // 司徒府    ZHU_BI_CHANG = 31; // 铸币厂    CAI_SHI_CHANGE = 32; // 采石场    JI_XIA_XUE_GONG = 33; // 稷下学宫    LU_BAN_GONG_FANG = 34; // 鲁班工坊    SI_MA_FU = 40; // 司马府    SHEN_SHE_YING = 41; // 神射营    HU_BEN_YING = 42; // 虎贲营    CHENG_FANG_JI_GUAN = 43; // 城防机关    YU_BEI_BING_SUO = 44; // 预备兵所	等级	升级所需建筑队时间	繁荣度	君主经验	升级消耗的资源，关联Cost表	前置建筑	要求主城等级		effect，关联domestic/effect.txt表	建筑效果描述	建筑功能按钮图标	模型	建筑效果描述	解锁预览	升级预览											
420048	虎贲营48	HU_BEN_YING	48	436.96h	13780	16	420048				420048	步、骑、车减伤+5.70%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升5.70%		步、骑、车减伤+5.70%（升级[color=#5fd652]+0.10%[/color]） 											
420049	虎贲营49	HU_BEN_YING	49	507.5h	14370	17	420049				420049	步、骑、车减伤+5.80%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升5.80%		步、骑、车减伤+5.80%（升级[color=#5fd652]+0.10%[/color]） 											
420050	虎贲营50	HU_BEN_YING	50	648.53h	15000	17	420050				420050	步、骑、车减伤+5.90% 	建筑升级图标		步、骑、车减伤提升5.90%		步、骑、车减伤+5.90% 											
																												
430001	讲武堂1	CHENG_FANG_JI_GUAN	1		50	1	430001				430001	武将每小时修炼经验+1%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升2%		武将每小时修炼经验+2%（升级[color=#0cb93b]+2%[/color]） 											
430002	讲武堂2	CHENG_FANG_JI_GUAN	2	0.3h	110	1	430002				430002	武将每小时修炼经验+2%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升4%		武将每小时修炼经验+4%（升级[color=#0cb93b]+2%[/color]） 											
430003	讲武堂3	CHENG_FANG_JI_GUAN	3	0.5h	180	1	430003				430003	武将每小时修炼经验+3%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升6%		武将每小时修炼经验+6%（升级[color=#0cb93b]+2%[/color]） 											
430004	讲武堂4	CHENG_FANG_JI_GUAN	4	0.7h	260	2	430004				430004	武将每小时修炼经验+4%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升8%		武将每小时修炼经验+8%（升级[color=#0cb93b]+2%[/color]） 											
430005	讲武堂5	CHENG_FANG_JI_GUAN	5	0.84h	350	2	430005				430005	武将每小时修炼经验+5%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升10%		武将每小时修炼经验+10%（升级[color=#0cb93b]+2%[/color]） 											
430006	讲武堂6	CHENG_FANG_JI_GUAN	6	0.905h	450	2	430006				430006	武将每小时修炼经验+6%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升12%		武将每小时修炼经验+12%（升级[color=#0cb93b]+2%[/color]） 											
430007	讲武堂7	CHENG_FANG_JI_GUAN	7	0.97h	560	3	430007				430007	武将每小时修炼经验+7%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升14%		武将每小时修炼经验+14%（升级[color=#0cb93b]+2%[/color]） 											
430008	讲武堂8	CHENG_FANG_JI_GUAN	8	1.035h	680	3	430008				430008	武将每小时修炼经验+8%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升16%		武将每小时修炼经验+16%（升级[color=#0cb93b]+2%[/color]） 											
430009	讲武堂9	CHENG_FANG_JI_GUAN	9	1.1h	810	3	430009				430009	武将每小时修炼经验+9%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升18%		武将每小时修炼经验+18%（升级[color=#0cb93b]+2%[/color]） 											
430010	讲武堂10	CHENG_FANG_JI_GUAN	10	1.165h	950	4	430010				430010	武将每小时修炼经验+10%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升20%		武将每小时修炼经验+20%（升级[color=#0cb93b]+2%[/color]） 											
430011	讲武堂11	CHENG_FANG_JI_GUAN	11	1.23h	1100	4	430011				430011	武将每小时修炼经验+11%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升22%		武将每小时修炼经验+22%（升级[color=#0cb93b]+2%[/color]） 											
430012	讲武堂12	CHENG_FANG_JI_GUAN	12	1.295h	1260	4	430012				430012	武将每小时修炼经验+12%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升24%		武将每小时修炼经验+24%（升级[color=#0cb93b]+2%[/color]） 											
430013	讲武堂13	CHENG_FANG_JI_GUAN	13	1.89h	1430	5	430013				430013	武将每小时修炼经验+13%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升26%		武将每小时修炼经验+26%（升级[color=#0cb93b]+2%[/color]） 											
430014	讲武堂14	CHENG_FANG_JI_GUAN	14	2.34h	1610	5	430014				430014	武将每小时修炼经验+14%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升28%		武将每小时修炼经验+28%（升级[color=#0cb93b]+2%[/color]） 											
430015	讲武堂15	CHENG_FANG_JI_GUAN	15	3.1h	1800	5	430015				430015	武将每小时修炼经验+15%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升30%		武将每小时修炼经验+30%（升级[color=#0cb93b]+2%[/color]） 											
430016	讲武堂16	CHENG_FANG_JI_GUAN	16	4.17h	2000	6	430016				430016	武将每小时修炼经验+16%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升32%		武将每小时修炼经验+32%（升级[color=#0cb93b]+2%[/color]） 											
430017	讲武堂17	CHENG_FANG_JI_GUAN	17	5.84h	2210	6	430017				430017	武将每小时修炼经验+17%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升34%		武将每小时修炼经验+34%（升级[color=#0cb93b]+2%[/color]） 											
430018	讲武堂18	CHENG_FANG_JI_GUAN	18	7.42h	2430	6	430018				430018	武将每小时修炼经验+18%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升36%		武将每小时修炼经验+36%（升级[color=#0cb93b]+2%[/color]） 											
430019	讲武堂19	CHENG_FANG_JI_GUAN	19	10.6h	2660	7	430019				430019	武将每小时修炼经验+19%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升38%		武将每小时修炼经验+38%（升级[color=#0cb93b]+2%[/color]） 											
430020	讲武堂20	CHENG_FANG_JI_GUAN	20	14.45h	2900	7	430020				430020	武将每小时修炼经验+20%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升40%		武将每小时修炼经验+40%（升级[color=#0cb93b]+2%[/color]） 											
430021	讲武堂21	CHENG_FANG_JI_GUAN	21	18.77h	3150	7	430021				430021	武将每小时修炼经验+21%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升42%		武将每小时修炼经验+42%（升级[color=#0cb93b]+2%[/color]） 											
430022	讲武堂22	CHENG_FANG_JI_GUAN	22	22.93h	3410	8	430022				430022	武将每小时修炼经验+22%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升44%		武将每小时修炼经验+44%（升级[color=#0cb93b]+2%[/color]） 											
430023	讲武堂23	CHENG_FANG_JI_GUAN	23	27.29h	3680	8	430023				430023	武将每小时修炼经验+23%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升46%		武将每小时修炼经验+46%（升级[color=#0cb93b]+2%[/color]） 											
430024	讲武堂24	CHENG_FANG_JI_GUAN	24	31.48h	3960	8	430024				430024	武将每小时修炼经验+24%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升48%		武将每小时修炼经验+48%（升级[color=#0cb93b]+2%[/color]） 											
430025	讲武堂25	CHENG_FANG_JI_GUAN	25	36.13h	4250	9	430025				430025	武将每小时修炼经验+25%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升50%		武将每小时修炼经验+50%（升级[color=#0cb93b]+2%[/color]） 											
430026	讲武堂26	CHENG_FANG_JI_GUAN	26	40.34h	4550	9	430026				430026	武将每小时修炼经验+26%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升52%		武将每小时修炼经验+52%（升级[color=#0cb93b]+2%[/color]） 											
430027	讲武堂27	CHENG_FANG_JI_GUAN	27	44.8h	4860	9	430027				430027	武将每小时修炼经验+27%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升54%		武将每小时修炼经验+54%（升级[color=#0cb93b]+2%[/color]） 											
430028	讲武堂28	CHENG_FANG_JI_GUAN	28	56.37h	5180	10	430028				430028	武将每小时修炼经验+28%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升56%		武将每小时修炼经验+56%（升级[color=#0cb93b]+2%[/color]） 											
430029	讲武堂29	CHENG_FANG_JI_GUAN	29	72.04h	5510	10	430029				430029	武将每小时修炼经验+29%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升58%		武将每小时修炼经验+58%（升级[color=#0cb93b]+2%[/color]） 											
430030	讲武堂30	CHENG_FANG_JI_GUAN	30	87.71h	5850	10	430030				430030	武将每小时修炼经验+30%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升60%		武将每小时修炼经验+60%（升级[color=#0cb93b]+2%[/color]） 											
430031	讲武堂31	CHENG_FANG_JI_GUAN	31	108.07h	6200	11	430031				430031	武将每小时修炼经验+31%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升62%		武将每小时修炼经验+62%（升级[color=#0cb93b]+2%[/color]） 											
430032	讲武堂32	CHENG_FANG_JI_GUAN	32	118.44h	6560	11	430032				430032	武将每小时修炼经验+32%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升64%		武将每小时修炼经验+64%（升级[color=#0cb93b]+2%[/color]） 											
430033	讲武堂33	CHENG_FANG_JI_GUAN	33	128.83h	6930	11	430033				430033	武将每小时修炼经验+33%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升66%		武将每小时修炼经验+66%（升级[color=#0cb93b]+2%[/color]） 											
430034	讲武堂34	CHENG_FANG_JI_GUAN	34	139.22h	7310	12	430034				430034	武将每小时修炼经验+34%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升68%		武将每小时修炼经验+68%（升级[color=#0cb93b]+2%[/color]） 											
430035	讲武堂35	CHENG_FANG_JI_GUAN	35	149.97h	7700	12	430035				430035	武将每小时修炼经验+35%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升70%		武将每小时修炼经验+70%（升级[color=#0cb93b]+2%[/color]） 											
430036	讲武堂36	CHENG_FANG_JI_GUAN	36	160.39h	8100	12	430036				430036	武将每小时修炼经验+36%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升72%		武将每小时修炼经验+72%（升级[color=#0cb93b]+2%[/color]） 											
430037	讲武堂37	CHENG_FANG_JI_GUAN	37	170.81h	8510	13	430037				430037	武将每小时修炼经验+37%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升74%		武将每小时修炼经验+74%（升级[color=#0cb93b]+2%[/color]） 											
430038	讲武堂38	CHENG_FANG_JI_GUAN	38	181.24h	8930	13	430038				430038	武将每小时修炼经验+38%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升76%		武将每小时修炼经验+76%（升级[color=#0cb93b]+2%[/color]） 											
430039	讲武堂39	CHENG_FANG_JI_GUAN	39	191.68h	9360	13	430039				430039	武将每小时修炼经验+39%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升78%		武将每小时修炼经验+78%（升级[color=#0cb93b]+2%[/color]） 											
430040	讲武堂40	CHENG_FANG_JI_GUAN	40	202.53h	9800	14	430040				430040	武将每小时修炼经验+40%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升80%		武将每小时修炼经验+80%（升级[color=#0cb93b]+2%[/color]） 											
430041	讲武堂41	CHENG_FANG_JI_GUAN	41	213h	10250	14	430041				430041	武将每小时修炼经验+41%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升82%		武将每小时修炼经验+82%（升级[color=#0cb93b]+2%[/color]） 											
430042	讲武堂42	CHENG_FANG_JI_GUAN	42	263.47h	10710	14	430042				430042	武将每小时修炼经验+42%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升84%		武将每小时修炼经验+84%（升级[color=#0cb93b]+2%[/color]） 											
430043	讲武堂43	CHENG_FANG_JI_GUAN	43	313.95h	11180	15	430043				430043	武将每小时修炼经验+43%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升86%		武将每小时修炼经验+86%（升级[color=#0cb93b]+2%[/color]） 											
430044	讲武堂44	CHENG_FANG_JI_GUAN	44	364.44h	11660	15	430044				430044	武将每小时修炼经验+44%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升88%		武将每小时修炼经验+88%（升级[color=#0cb93b]+2%[/color]） 											
430045	讲武堂45	CHENG_FANG_JI_GUAN	45	415.38h	12160	15	430045				430045	武将每小时修炼经验+45%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升90%		武将每小时修炼经验+90%（升级[color=#0cb93b]+2%[/color]） 											
430046	讲武堂46	CHENG_FANG_JI_GUAN	46	465.9h	12680	16	430046				430046	武将每小时修炼经验+46%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升92%		武将每小时修炼经验+92%（升级[color=#0cb93b]+2%[/color]） 											
430047	讲武堂47	CHENG_FANG_JI_GUAN	47	516.42h	13220	16	430047				430047	武将每小时修炼经验+47%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升94%		武将每小时修炼经验+94%（升级[color=#0cb93b]+2%[/color]） 											
430048	讲武堂48	CHENG_FANG_JI_GUAN	48	616.96h	13780	16	430048				430048	武将每小时修炼经验+48%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升96%		武将每小时修炼经验+96%（升级[color=#0cb93b]+2%[/color]） 											
430049	讲武堂49	CHENG_FANG_JI_GUAN	49	717.5h	14370	17	430049				430049	武将每小时修炼经验+49%（升级[color=#0cb93b]+1%[/color]） 	建筑升级图标		武将每小时修炼经验提升98%		武将每小时修炼经验+98%（升级[color=#0cb93b]+2%[/color]） 											
430050	讲武堂50	CHENG_FANG_JI_GUAN	50	918.53h	15000	17	430050				430050	武将每小时修炼经验+50% 	建筑升级图标		武将每小时修炼经验提升100%		武将每小时修炼经验+100% 											
																												
440001	预备兵所1	YU_BEI_BING_SUO	1		50	1	440001				440001	每小时产兵+36（升级[color=#0cb93b]+36[/color]）	建筑升级图标		每小时产兵提升40		每小时产兵+36（升级[color=#0cb93b]+36[/color]）											
440002	预备兵所2	YU_BEI_BING_SUO	2	0.18h	110	1	440002				440002	每小时产兵+72（升级[color=#0cb93b]+36[/color]）	建筑升级图标		每小时产兵提升80		每小时产兵+72（升级[color=#0cb93b]+36[/color]）											
440003	预备兵所3	YU_BEI_BING_SUO	3	0.32h	180	1	440003				440003	每小时产兵+108（升级[color=#0cb93b]+36[/color]）	建筑升级图标		每小时产兵提升120		每小时产兵+108（升级[color=#0cb93b]+36[/color]）											
440004	预备兵所4	YU_BEI_BING_SUO	4	0.46h	260	2	440004				440004	每小时产兵+144（升级[color=#0cb93b]+36[/color]）	建筑升级图标		每小时产兵提升160		每小时产兵+144（升级[color=#0cb93b]+36[/color]）											
440005	预备兵所5	YU_BEI_BING_SUO	5	0.54h	350	2	440005				440005	每小时产兵+180（升级[color=#0cb93b]+36[/color]）	建筑升级图标		每小时产兵提升200		每小时产兵+180（升级[color=#0cb93b]+36[/color]）											
440006	预备兵所6	YU_BEI_BING_SUO	6	0.59h	450	2	440006				440006	每小时产兵+216（升级[color=#0cb93b]+36[/color]）	建筑升级图标		每小时产兵提升240		每小时产兵+216（升级[color=#0cb93b]+36[/color]）											
440007	预备兵所7	YU_BEI_BING_SUO	7	0.64h	560	3	440007				440007	每小时产兵+252（升级[color=#0cb93b]+36[/color]）	建筑升级图标		每小时产兵提升280		每小时产兵+252（升级[color=#0cb93b]+36[/color]）											
440008	预备兵所8	YU_BEI_BING_SUO	8	0.69h	680	3	440008				440008	每小时产兵+288（升级[color=#0cb93b]+36[/color]）	建筑升级图标		每小时产兵提升320		每小时产兵+288（升级[color=#0cb93b]+36[/color]）											
440009	预备兵所9	YU_BEI_BING_SUO	9	0.74h	810	3	440009				440009	每小时产兵+324（升级[color=#0cb93b]+36[/color]）	建筑升级图标		每小时产兵提升360		每小时产兵+324（升级[color=#0cb93b]+36[/color]）											
440010	预备兵所10	YU_BEI_BING_SUO	10	0.79h	950	4	440010				440010	每小时产兵+360（升级[color=#0cb93b]+36[/color]）	建筑升级图标		每小时产兵提升400		每小时产兵+360（升级[color=#0cb93b]+36[/color]）											
440011	预备兵所11	YU_BEI_BING_SUO	11	0.84h	1100	4	440011				440011	每小时产兵+396（升级[color=#0cb93b]+36[/color]）	建筑升级图标		每小时产兵提升440		每小时产兵+396（升级[color=#0cb93b]+36[/color]）											
440012	预备兵所12	YU_BEI_BING_SUO	12	0.89h	1260	4	440012				440012	每小时产兵+432（升级[color=#0cb93b]+36[/color]）	建筑升级图标		每小时产兵提升480		每小时产兵+432（升级[color=#0cb93b]+36[/color]）											
440013	预备兵所13	YU_BEI_BING_SUO	13	1.23h	1430	5	440013				440013	每小时产兵+468（升级[color=#0cb93b]+36[/color]）	建筑升级图标		每小时产兵提升520		每小时产兵+468（升级[color=#0cb93b]+36[/color]）											
440014	预备兵所14	YU_BEI_BING_SUO	14	1.44h	1610	5	440014				440014	每小时产兵+504（升级[color=#0cb93b]+36[/color]）	建筑升级图标		每小时产兵提升560		每小时产兵+504（升级[color=#0cb93b]+36[/color]）											
440015	预备兵所15	YU_BEI_BING_SUO	15	1.9h	1800	5	440015				440015	每小时产兵+540（升级[color=#0cb93b]+36[/color]）	建筑升级图标		每小时产兵提升600		每小时产兵+540（升级[color=#0cb93b]+36[/color]）											
440016	预备兵所16	YU_BEI_BING_SUO	16	2.37h	2000	6	440016				440016	每小时产兵+576（升级[color=#0cb93b]+36[/color]）	建筑升级图标		每小时产兵提升640		每小时产兵+576（升级[color=#0cb93b]+36[/color]）											
440017	预备兵所17	YU_BEI_BING_SUO	17	3.14h	2210	6	440017				440017	每小时产兵+612（升级[color=#0cb93b]+36[/color]）	建筑升级图标		每小时产兵提升680		每小时产兵+612（升级[color=#0cb93b]+36[/color]）											
440018	预备兵所18	YU_BEI_BING_SUO	18	3.82h	2430	6	440018				440018	每小时产兵+648（升级[color=#0cb93b]+36[/color]）	建筑升级图标		每小时产兵提升720		每小时产兵+648（升级[color=#0cb93b]+36[/color]）											
440019	预备兵所19	YU_BEI_BING_SUO	19	5.2h	2660	7	440019				440019	每小时产兵+684（升级[color=#0cb93b]+36[/color]）	建筑升级图标		每小时产兵提升760		每小时产兵+684（升级[color=#0cb93b]+36[/color]）											
